"","Date","RMM1","RMM2","Phase","Amplitude","TresMariasPrec.Rainfall","PhaseName"
"4205",1985-12-04,-0.072823897,-0.11903,2,0.139541,17.7,"IO2"
"4206",1985-12-05,0.16607,0.0902590007,5,0.189013,15.6,"MC5"
"4207",1985-12-06,0.318012,0.44419301,6,0.546296,2.8,"WP6"
"4208",1985-12-07,0.314237,0.69094801,6,0.75904799,0.5,"WP6"
"4209",1985-12-08,0.21705601,0.77121902,6,0.80118197,0.6,"WP6"
"4210",1985-12-09,0.0590284988,0.62076199,6,0.62356299,0.3,"WP6"
"4211",1985-12-10,0.251001,0.53493702,6,0.59089702,0.7,"WP6"
"4212",1985-12-11,0.436416,0.393244,5,0.58745199,1.6,"MC5"
"4213",1985-12-12,0.575845,0.52835298,5,0.78150702,0.7,"MC5"
"4214",1985-12-13,0.48813501,0.49657699,6,0.69632202,0.2,"WP6"
"4215",1985-12-14,0.602283,0.0955464989,5,0.609815,0.4,"MC5"
"4216",1985-12-15,0.72972101,0.0969119966,5,0.73612899,12.2,"MC5"
"4217",1985-12-16,0.57463598,-0.18323,4,0.60314298,9.4,"MC4"
"4218",1985-12-17,0.27186599,-0.37424999,3,0.462578,5.6,"IO3"
"4219",1985-12-18,-0.0249432996,-0.28698999,2,0.28806701,6.2,"IO2"
"4220",1985-12-19,-0.087950699,-0.20717999,2,0.22507399,1.8,"IO2"
"4221",1985-12-20,-0.28086001,-0.16109,1,0.32377601,1,"WHA1"
"4222",1985-12-21,-0.55785,-0.14580999,1,0.57658601,7.8,"WHA1"
"4223",1985-12-22,-0.38493001,-0.17732,1,0.42380899,20.9,"WHA1"
"4224",1985-12-23,-0.47033,-0.2192,1,0.51889998,11.9,"WHA1"
"4225",1985-12-24,-0.93156999,-0.30401,1,0.97992301,17.3,"WHA1"
"4226",1985-12-25,-0.83814001,-0.32012999,1,0.89719701,12.5,"WHA1"
"4227",1985-12-26,-0.71259999,-0.22097,1,0.74607199,16.2,"WHA1"
"4228",1985-12-27,-0.7076,-0.69681001,1,0.99309599,27.5,"WHA1"
"4229",1985-12-28,-0.93562001,-1.24684,2,1.55885,18.7,"IO2"
"4230",1985-12-29,-1.11321,-1.4207799,2,1.80496,20.5,"IO2"
"4231",1985-12-30,-0.96662998,-1.7217799,2,1.97457,11,"IO2"
"4232",1985-12-31,-0.56629002,-2.04286,2,2.1199,7.8,"IO2"
"4233",1986-01-01,-0.32648,-1.5589499,2,1.59277,13,"IO2"
"4234",1986-01-02,-0.41769999,-1.82689,2,1.87403,11.3,"IO2"
"4235",1986-01-03,0.0329149999,-2.4015,3,2.40172,6.6,"IO3"
"4236",1986-01-04,0.49274299,-2.4921601,3,2.54041,2,"IO3"
"4237",1986-01-05,0.58510602,-2.7686601,3,2.8298099,10.8,"IO3"
"4238",1986-01-06,0.66501302,-3.1388299,3,3.2085099,33.3,"IO3"
"4239",1986-01-07,0.99160099,-3.2551401,3,3.4028201,10.5,"IO3"
"4240",1986-01-08,1.2806,-3.3624799,3,3.5980799,30,"IO3"
"4241",1986-01-09,1.64219,-3.0454199,3,3.45997,22.9,"IO3"
"4242",1986-01-10,2.0410199,-2.56214,3,3.2757101,21.5,"IO3"
"4243",1986-01-11,2.4410701,-1.9613,4,3.1313801,10.4,"MC4"
"4244",1986-01-12,2.4760101,-1.43378,4,2.8611801,8.3,"MC4"
"4245",1986-01-13,2.7212999,-0.87971997,4,2.8599601,18.1,"MC4"
"4246",1986-01-14,2.8857801,-0.48996001,4,2.9270699,23.7,"MC4"
"4247",1986-01-15,2.7788301,-0.14445999,4,2.7825799,20.2,"MC4"
"4248",1986-01-16,2.5980599,-0.0686073005,4,2.5989599,10.4,"MC4"
"4249",1986-01-17,2.43572,0.27788901,5,2.45152,3.2,"MC5"
"4250",1986-01-18,2.1391301,0.457679,5,2.1875401,0,"MC5"
"4251",1986-01-19,1.82198,0.75111401,5,1.9707299,0.2,"MC5"
"4252",1986-01-20,1.69063,1.09433,5,2.0139,0.7,"MC5"
"4253",1986-01-21,1.48084,1.31682,5,1.98164,4.7,"MC5"
"4254",1986-01-22,1.12328,1.51618,6,1.88694,0.4,"WP6"
"4255",1986-01-23,0.90413398,1.6954,6,1.92142,0.4,"WP6"
"4256",1986-01-24,0.64150703,2.0611701,6,2.15869,0.2,"WP6"
"4257",1986-01-25,0.395785,2.07816,6,2.11552,0.6,"WP6"
"4258",1986-01-26,0.30096501,1.93063,6,1.95395,1.2,"WP6"
"4259",1986-01-27,0.168304,1.71077,6,1.71903,6.4,"WP6"
"4260",1986-01-28,-0.0566329993,1.61483,7,1.6158201,14.1,"WP7"
"4261",1986-01-29,-0.24687,1.57613,7,1.59534,6.6,"WP7"
"4262",1986-01-30,-0.35043001,1.57112,7,1.60973,1.3,"WP7"
"4263",1986-01-31,-0.0750973001,1.48359,7,1.48549,1.2,"WP7"
"4264",1986-02-01,-0.16256,1.21087,7,1.22173,0.2,"WP7"
"4265",1986-02-02,-0.00927957986,0.97983497,7,0.97987902,0.4,"WP7"
"4266",1986-02-03,-0.42989999,0.86478502,7,0.96574903,8.2,"WP7"
"4267",1986-02-04,-0.71390998,0.93763,7,1.17848,12.4,"WP7"
"4268",1986-02-05,-0.81387001,1.03201,7,1.31431,20.1,"WP7"
"4269",1986-02-06,-0.98443002,0.81421697,8,1.2775199,19.3,"WP8"
"4270",1986-02-07,-1.0269099,0.16487999,8,1.0400701,13.8,"WP8"
"4271",1986-02-08,-1.40483,-0.35247999,1,1.44838,4.8,"WHA1"
"4272",1986-02-09,-1.44791,-0.61671001,1,1.5737799,2.1,"WHA1"
"4273",1986-02-10,-1.13413,-0.33814999,1,1.18347,0.2,"WHA1"
"4274",1986-02-11,-0.89908999,-0.26097,1,0.93619901,0,"WHA1"
"4275",1986-02-12,-0.69378,-0.0290032998,1,0.69438797,1.9,"WHA1"
"4276",1986-02-13,-0.48129001,0.105075,8,0.492623,9.6,"WP8"
"4277",1986-02-14,0.0156548992,0.218715,6,0.219275,13,"WP6"
"4278",1986-02-15,0.261446,0.191908,5,0.32431901,17.6,"MC5"
"4279",1986-02-16,0.25258499,-0.0809625015,4,0.26524401,19.9,"MC4"
"4280",1986-02-17,-0.0199242998,-0.0062448699,1,0.0208800007,22.3,"WHA1"
"4281",1986-02-18,0.0169041008,-0.0283202007,3,0.0329815,20.2,"IO3"
"4282",1986-02-19,0.46016601,-0.0106645003,4,0.460289,16.2,"MC4"
"4283",1986-02-20,0.117259,-0.0785152987,4,0.141118,7.2,"MC4"
"4284",1986-02-21,-0.13369,0.41135001,7,0.432531,2.7,"WP7"
"4285",1986-02-22,-0.48703,0.464026,8,0.67269301,0,"WP8"
"4286",1986-02-23,-0.82726997,0.58528,8,1.01337,0,"WP8"
"4287",1986-02-24,-1.18297,0.56498301,8,1.3109601,0,"WP8"
"4288",1986-02-25,-1.4442199,0.350243,8,1.4860899,0.2,"WP8"
"4289",1986-02-26,-1.27847,0.243011,8,1.30136,0.3,"WP8"
"4290",1986-02-27,-1.40836,-0.24411,1,1.42936,0.2,"WHA1"
"4291",1986-02-28,-1.44068,-0.70462,1,1.60376,0.5,"WHA1"
"4292",1986-03-01,-1.13114,-1.1539,2,1.61585,2.4,"IO2"
"4293",1986-03-02,-0.91716999,-1.30665,2,1.59641,16.2,"IO2"
"4294",1986-03-03,-0.88783997,-1.61588,2,1.84373,9.5,"IO2"
"4295",1986-03-04,-0.73351997,-1.76653,2,1.91277,8.1,"IO2"
"4296",1986-03-05,-0.60447001,-1.851,2,1.9471999,10.2,"IO2"
"4297",1986-03-06,-0.48657,-2.0634401,2,2.1200299,3.6,"IO2"
"4298",1986-03-07,-0.52768999,-2.1816199,2,2.24453,3.4,"IO2"
"4299",1986-03-08,-0.83638,-2.3813801,2,2.5239799,11.6,"IO2"
"4300",1986-03-09,-1.07669,-2.4558101,2,2.6814699,6.6,"IO2"
"4301",1986-03-10,-1.06089,-2.55984,2,2.7709701,0.9,"IO2"
"4302",1986-03-11,-1.11452,-2.7199199,2,2.93941,0,"IO2"
"4303",1986-03-12,-0.78974998,-2.8380401,2,2.9458699,0,"IO2"
"4304",1986-03-13,-0.57130003,-2.8970599,2,2.9528501,0.4,"IO2"
"4305",1986-03-14,-0.053379599,-3.0045099,2,3.0049801,0.7,"IO2"
"4306",1986-03-15,0.40376401,-2.8306899,3,2.85934,0,"IO3"
"4307",1986-03-16,0.77180099,-2.7225599,3,2.8298399,0.1,"IO3"
"4308",1986-03-17,1.24243,-2.55674,3,2.8426299,0,"IO3"
"4309",1986-03-18,1.3616,-2.4130499,3,2.7707,6.1,"IO3"
"4310",1986-03-19,1.28877,-2.30003,3,2.6364801,0.4,"IO3"
"4311",1986-03-20,1.32093,-2.15467,3,2.5273399,2.3,"IO3"
"4312",1986-03-21,1.45008,-1.87027,3,2.36656,1.1,"IO3"
"4313",1986-03-22,1.50858,-1.40843,4,2.0638499,0.4,"MC4"
"4314",1986-03-23,1.77756,-1.24808,4,2.1719601,0,"MC4"
"4315",1986-03-24,1.74239,-1.05655,4,2.0376999,4.6,"MC4"
"4316",1986-03-25,1.49525,-0.63072997,4,1.62283,5.8,"MC4"
"4317",1986-03-26,1.32297,-0.4339,4,1.39231,0.7,"MC4"
"4318",1986-03-27,1.2947,-0.10944,4,1.29932,2,"MC4"
"4319",1986-03-28,1.60848,0.347139,5,1.64551,3,"MC5"
"4320",1986-03-29,1.7667,0.56153202,5,1.85379,3.7,"MC5"
"4321",1986-03-30,1.68163,0.81118703,5,1.8670501,0.9,"MC5"
"4322",1986-03-31,1.5595,0.74966699,5,1.73033,2.3,"MC5"
"4323",1986-04-01,1.3307,0.61266798,5,1.46497,0.5,"MC5"
"4324",1986-04-02,1.1026,0.99402797,5,1.48453,0.1,"MC5"
"4325",1986-04-03,0.666798,1.11371,6,1.2980601,0,"WP6"
"4326",1986-04-04,0.241142,1.31683,6,1.33873,0,"WP6"
"4327",1986-04-05,-0.0566609018,1.46665,7,1.46775,0,"WP7"
"4328",1986-04-06,0.0508436002,1.25509,6,1.25612,0,"WP6"
"4329",1986-04-07,0.156299,0.92007101,6,0.93325198,0,"WP6"
"4330",1986-04-08,0.193785,0.787588,6,0.81107801,0,"WP6"
"4331",1986-04-09,0.29935199,0.70749003,6,0.768215,0.2,"WP6"
"4332",1986-04-10,0.45761299,1.13351,6,1.2224,0.1,"WP6"
"4333",1986-04-11,0.72081202,1.27476,6,1.46444,0.1,"WP6"
"4334",1986-04-12,0.76603198,1.61001,6,1.7829601,4.4,"WP6"
"4335",1986-04-13,0.35948199,1.79363,6,1.8293,1.7,"WP6"
"4336",1986-04-14,0.0224147998,1.86122,6,1.8613501,1.8,"WP6"
"4337",1986-04-15,-0.27750999,1.88217,7,1.9025199,0.7,"WP7"
"4338",1986-04-16,-0.37294,1.77388,7,1.81266,2.7,"WP7"
"4339",1986-04-17,-0.5043,1.51621,7,1.59787,1.3,"WP7"
"4340",1986-04-18,-0.50339001,1.41232,7,1.49935,0,"WP7"
"4341",1986-04-19,-0.47183001,1.47905,7,1.55248,0,"WP7"
"4342",1986-04-20,-0.52564001,1.2112,7,1.32034,0,"WP7"
"4343",1986-04-21,-0.48874,0.79908198,7,0.93669701,0,"WP7"
"4344",1986-04-22,-0.61910999,0.348447,8,0.71043098,0,"WP8"
"4345",1986-04-23,-0.50626999,0.104262,8,0.516891,3.2,"WP8"
"4346",1986-04-24,-0.43248001,-0.0527996011,1,0.43569201,1,"WHA1"
"4347",1986-04-25,-0.31909001,-0.36302999,2,0.48333201,0.4,"IO2"
"4348",1986-04-26,-0.13762,-0.23666,2,0.27376199,3.8,"IO2"
"4349",1986-04-27,0.0463786982,-0.25246999,3,0.25669801,6.8,"IO3"
"4350",1986-04-28,0.38187599,-0.46917999,3,0.60494697,3.9,"IO3"
"4351",1986-04-29,0.60808498,-0.4578,4,0.76114702,0,"MC4"
"4352",1986-04-30,0.598517,-0.25856,4,0.65197802,0,"MC4"
"4353",1986-05-01,0.80068898,-0.15837,4,0.81620198,0,"MC4"
"4354",1986-05-02,1.0544699,-0.0174979996,4,1.05462,0,"MC4"
"4355",1986-05-03,1.0724,0.112888,5,1.07832,0,"MC5"
"4356",1986-05-04,0.91117197,0.38747799,5,0.99013799,0,"MC5"
"4357",1986-05-05,0.98249,0.46065199,5,1.08512,0,"MC5"
"4358",1986-05-06,0.98640299,0.50339001,5,1.10743,0,"MC5"
"4359",1986-05-07,0.90511203,0.74553901,5,1.17263,0,"MC5"
"4360",1986-05-08,0.69730502,0.97295398,6,1.1970299,0.8,"WP6"
"4361",1986-05-09,0.64097798,1.52648,6,1.6556,1.4,"WP6"
"4362",1986-05-10,0.72857302,1.8918101,6,2.0272501,1.7,"WP6"
"4363",1986-05-11,0.74204898,1.73287,6,1.88507,0.5,"WP6"
"4364",1986-05-12,0.38317901,1.70139,6,1.74401,3.4,"WP6"
"4365",1986-05-13,0.21515501,1.64165,6,1.65569,20.5,"WP6"
"4366",1986-05-14,0.22282401,1.61721,6,1.63249,3.6,"WP6"
"4367",1986-05-15,0.32546499,1.4059401,6,1.44312,0,"WP6"
"4368",1986-05-16,0.40735,1.53286,6,1.5860699,0.5,"WP6"
"4369",1986-05-17,0.31052601,1.58214,6,1.6123199,0.3,"WP6"
"4370",1986-05-18,0.25314501,1.54353,6,1.56415,0.2,"WP6"
"4371",1986-05-19,0.185679,1.58259,6,1.59345,0.5,"WP6"
"4372",1986-05-20,-0.12248,1.64852,7,1.65307,0.3,"WP7"
"4373",1986-05-21,-0.53592998,1.83815,7,1.91468,2.9,"WP7"
"4374",1986-05-22,-0.99378002,1.96655,7,2.2033899,1.2,"WP7"
"4375",1986-05-23,-1.3008699,2.0471599,7,2.4255099,1.9,"WP7"
"4376",1986-05-24,-1.63603,1.93188,7,2.5315499,0,"WP7"
"4377",1986-05-25,-2.0206101,1.19866,8,2.3494,0.1,"WP8"
"4378",1986-05-26,-2.13415,0.52257299,8,2.19719,0,"WP8"
"4379",1986-05-27,-2.4324999,0.129742,8,2.4359601,0.3,"WP8"
"4380",1986-05-28,-2.49895,0.099877201,8,2.5009401,0.6,"WP8"
"4381",1986-05-29,-2.1986799,0.0423354991,8,2.19909,0,"WP8"
"4382",1986-05-30,-2.0771501,-0.0235134996,1,2.07728,0,"WHA1"
"4383",1986-05-31,-1.7253799,-0.37911999,1,1.7665401,1.9,"WHA1"
"4384",1986-06-01,-1.43854,-0.53066999,1,1.53329,4.7,"WHA1"
"4385",1986-06-02,-1.05458,-0.72970003,1,1.28242,0,"WHA1"
"4386",1986-06-03,-0.62190998,-0.98417002,2,1.1641999,0,"IO2"
"4387",1986-06-04,-0.38183999,-1.20952,2,1.26836,0,"IO2"
"4388",1986-06-05,-0.22352999,-1.1301301,2,1.15203,0,"IO2"
"4389",1986-06-06,-0.11029,-1.0542001,2,1.05996,0,"IO2"
"4390",1986-06-07,-0.0214517992,-0.93142003,2,0.931665,0,"IO2"
"4391",1986-06-08,-0.12435,-0.96471,2,0.97269201,0,"IO2"
"4392",1986-06-09,-0.0122055998,-1.01818,2,1.01825,0,"IO2"
"4393",1986-06-10,0.397212,-1.14948,3,1.21617,0,"IO3"
"4394",1986-06-11,0.58392102,-1.15672,3,1.29575,0,"IO3"
"4395",1986-06-12,0.81081998,-0.98742002,3,1.27767,0.2,"IO3"
"4396",1986-06-13,0.989254,-0.91587001,4,1.34812,0.1,"MC4"
"4397",1986-06-14,1.2448,-0.78281999,4,1.47049,0,"MC4"
"4398",1986-06-15,1.39809,-0.55653,4,1.5047801,0,"MC4"
"4399",1986-06-16,1.34531,-0.0663030967,4,1.34694,0,"MC4"
"4400",1986-06-17,1.58802,0.36646199,5,1.62975,0,"MC5"
"4401",1986-06-18,1.76099,0.72960401,5,1.90615,0,"MC5"
"4402",1986-06-19,1.85633,0.73251897,5,1.99563,0,"MC5"
"4403",1986-06-20,1.8868001,0.69334,5,2.01016,0,"MC5"
"4404",1986-06-21,1.8900501,0.85449803,5,2.07423,0,"MC5"
"4405",1986-06-22,1.77465,1.3116,5,2.2067399,0,"MC5"
"4406",1986-06-23,1.7042201,1.63304,5,2.3603401,0,"MC5"
"4407",1986-06-24,1.26012,1.7121,6,2.1258399,0,"WP6"
"4408",1986-06-25,0.57978898,1.80975,6,1.90035,0,"WP6"
"4409",1986-06-26,0.0104080997,1.9635,6,1.9635299,0,"WP6"
"4410",1986-06-27,-0.35291001,1.9051501,7,1.93756,0,"WP7"
"4411",1986-06-28,-0.68962997,1.6982501,7,1.83293,0,"WP7"
"4412",1986-06-29,-0.82128,1.4958301,7,1.70645,0,"WP7"
"4413",1986-06-30,-0.77442998,1.59068,7,1.7691801,0,"WP7"
"4414",1986-07-01,-0.99673998,1.80137,7,2.0587399,0,"WP7"
"4415",1986-07-02,-0.80694997,1.78764,7,1.9613301,0,"WP7"
"4416",1986-07-03,-0.95362002,1.30936,7,1.61982,8.2,"WP7"
"4417",1986-07-04,-1.01353,1.37541,7,1.70851,0.3,"WP7"
"4418",1986-07-05,-0.99733001,0.73314703,8,1.23781,0.3,"WP8"
"4419",1986-07-06,-0.64506,0.32494301,8,0.72227901,0.9,"WP8"
"4420",1986-07-07,-0.28219,0.0182933006,8,0.28277999,0.1,"WP8"
"4421",1986-07-08,-0.11166,-0.22288001,2,0.249282,0,"IO2"
"4422",1986-07-09,0.113951,-0.36280999,3,0.38028201,0,"IO3"
"4423",1986-07-10,0.54760402,-0.57384998,3,0.793203,0,"IO3"
"4424",1986-07-11,0.96066302,-0.68008,4,1.17702,0,"MC4"
"4425",1986-07-12,1.22201,-0.51595002,4,1.32646,0,"MC4"
"4426",1986-07-13,1.12264,-0.19706,4,1.1398,0,"MC4"
"4427",1986-07-14,1.31964,-0.24639,4,1.34244,0,"MC4"
"4428",1986-07-15,1.1469001,-0.0129578998,4,1.14697,0,"MC4"
"4429",1986-07-16,0.71378702,0.25382599,5,0.75757498,0,"MC5"
"4430",1986-07-17,0.42220801,0.62057698,6,0.75058299,0,"WP6"
"4431",1986-07-18,0.32450899,0.94435298,6,0.99855298,0,"WP6"
"4432",1986-07-19,0.220182,1.0458,6,1.06873,0,"WP6"
"4433",1986-07-20,0.0918394998,0.86542201,6,0.87028199,0,"WP6"
"4434",1986-07-21,-0.0429118983,0.88805598,7,0.88909203,0.6,"WP7"
"4435",1986-07-22,-0.10304,0.67308903,7,0.68093097,0.1,"WP7"
"4436",1986-07-23,-0.31279001,0.45067099,7,0.54858297,8,"WP7"
"4437",1986-07-24,-0.64840001,0.50739503,8,0.823331,19.1,"WP8"
"4438",1986-07-25,-0.48447999,0.46538499,8,0.67179,2.6,"WP8"
"4439",1986-07-26,-0.29521,0.25048599,8,0.38716,0.2,"WP8"
"4440",1986-07-27,-0.19842,0.25331399,7,0.32177699,0,"WP7"
"4441",1986-07-28,-0.0308097005,0.30868399,7,0.31021801,0,"WP7"
"4442",1986-07-29,0.14949299,0.32277501,6,0.35571301,0.2,"WP6"
"4443",1986-07-30,0.31542099,0.52496302,6,0.61243498,0.1,"WP6"
"4444",1986-07-31,0.722202,0.783952,6,1.06591,0,"WP6"
"4445",1986-08-01,1.00641,0.98221397,5,1.40628,3.4,"MC5"
"4446",1986-08-02,1.04176,0.96834099,5,1.4223,1.3,"MC5"
"4447",1986-08-03,1.19146,0.97978699,5,1.54258,0,"MC5"
"4448",1986-08-04,1.35848,1.15967,5,1.78614,0,"MC5"
"4449",1986-08-05,1.47004,1.36645,5,2.00704,0,"MC5"
"4450",1986-08-06,1.38002,1.66714,6,2.1642101,0,"WP6"
"4451",1986-08-07,1.166,1.66301,6,2.03105,0,"WP6"
"4452",1986-08-08,1.09191,1.68084,6,2.00437,0,"WP6"
"4453",1986-08-09,0.76043701,1.5260201,6,1.70499,0,"WP6"
"4454",1986-08-10,0.67530203,1.5355,6,1.67744,0,"WP6"
"4455",1986-08-11,0.74425,1.60787,6,1.77176,1,"WP6"
"4456",1986-08-12,0.86766899,1.75745,6,1.95997,0,"WP6"
"4457",1986-08-13,0.79546797,1.94039,6,2.09711,0.6,"WP6"
"4458",1986-08-14,0.57086599,2.1326399,6,2.20772,0.7,"WP6"
"4459",1986-08-15,0.53249002,2.1060901,6,2.1723599,4.2,"WP6"
"4460",1986-08-16,0.13410801,1.91203,6,1.91672,3.2,"WP6"
"4461",1986-08-17,-0.31569999,1.88842,7,1.9146301,3.4,"WP7"
"4462",1986-08-18,-0.39583001,1.77713,7,1.82068,0.8,"WP7"
"4463",1986-08-19,-0.79036999,1.73657,7,1.90798,0,"WP7"
"4464",1986-08-20,-0.72244,1.71057,7,1.8568701,0.5,"WP7"
"4465",1986-08-21,-0.57494003,1.31591,7,1.43603,3,"WP7"
"4466",1986-08-22,-0.73150003,1.09395,7,1.31598,25.6,"WP7"
"4467",1986-08-23,-0.91688001,0.95232499,7,1.32196,2.1,"WP7"
"4468",1986-08-24,-0.65932,0.679636,7,0.94689399,0.4,"WP7"
"4469",1986-08-25,-0.61290997,0.28818801,8,0.67728001,0,"WP8"
"4470",1986-08-26,-0.56572998,-0.0499342009,1,0.56792599,6,"WHA1"
"4471",1986-08-27,-0.73395997,-0.48175001,1,0.87793797,0.3,"WHA1"
"4472",1986-08-28,-0.80097997,-0.70599002,1,1.06771,0,"WHA1"
"4473",1986-08-29,-0.65429997,-0.60987002,1,0.89445901,0,"WHA1"
"4474",1986-08-30,-0.31419,-0.61194998,2,0.68789703,0,"IO2"
"4475",1986-08-31,-0.19234,-0.67553002,2,0.70237499,0,"IO2"
"4476",1986-09-01,-0.0833073035,-0.71271002,2,0.71755999,0.1,"IO2"
"4477",1986-09-02,0.15133899,-0.57326001,3,0.59289598,0.3,"IO3"
"4478",1986-09-03,0.33081901,-0.70602,3,0.77968699,0,"IO3"
"4479",1986-09-04,0.42633599,-0.86829001,3,0.967309,0,"IO3"
"4480",1986-09-05,0.49015501,-1.07073,3,1.17759,0,"IO3"
"4481",1986-09-06,0.57599598,-1.15504,3,1.2906899,0.2,"IO3"
"4482",1986-09-07,0.537377,-1.28606,3,1.39381,0,"IO3"
"4483",1986-09-08,0.96264398,-1.2062,3,1.54325,0,"IO3"
"4484",1986-09-09,1.0539,-0.94208997,4,1.41359,0,"MC4"
"4485",1986-09-10,1.17114,-0.52805001,4,1.28468,0,"MC4"
"4486",1986-09-11,1.30795,-0.0495175011,4,1.30889,0,"MC4"
"4487",1986-09-12,1.46753,0.18422,5,1.47904,0,"MC5"
"4488",1986-09-13,1.32161,0.647174,5,1.47156,0,"MC5"
"4489",1986-09-14,1.07105,0.57967198,5,1.21785,0,"MC5"
"4490",1986-09-15,0.91047901,0.88450402,5,1.26938,0,"MC5"
"4491",1986-09-16,0.983064,1.1908799,6,1.54422,0,"WP6"
"4492",1986-09-17,1.03985,1.24708,6,1.6237299,0,"WP6"
"4493",1986-09-18,0.91293699,1.02694,6,1.37407,0,"WP6"
"4494",1986-09-19,0.52344102,1.03389,6,1.15885,0,"WP6"
"4495",1986-09-20,0.25556299,0.91560602,6,0.95060301,0,"WP6"
"4496",1986-09-21,-0.1769,0.69187999,7,0.71413702,0,"WP7"
"4497",1986-09-22,-0.60487998,0.62313497,7,0.86843503,0,"WP7"
"4498",1986-09-23,-0.87212998,0.69540501,8,1.11544,0,"WP8"
"4499",1986-09-24,-1.05047,0.32811099,8,1.10052,0,"WP8"
"4500",1986-09-25,-1.34873,-0.25957999,1,1.37348,0,"WHA1"
"4501",1986-09-26,-1.3837301,-0.72587001,1,1.56256,0,"WHA1"
"4502",1986-09-27,-1.37158,-0.95669001,1,1.6722701,0,"WHA1"
"4503",1986-09-28,-1.06516,-1.0067199,1,1.46562,0.8,"WHA1"
"4504",1986-09-29,-0.91023999,-1.0201,2,1.36716,7.4,"IO2"
"4505",1986-09-30,-0.99579,-1.09016,2,1.4765,1.1,"IO2"
"4506",1986-10-01,-0.96765,-1.00324,2,1.39386,0,"IO2"
"4507",1986-10-02,-0.71613997,-0.65423,1,0.96999103,0,"WHA1"
"4508",1986-10-03,-0.60118997,-0.37380999,1,0.70793003,0,"WHA1"
"4509",1986-10-04,-0.47091001,-0.48536,2,0.67625898,0,"IO2"
"4510",1986-10-05,-0.41034001,-0.44758001,2,0.60721499,0,"IO2"
"4511",1986-10-06,-0.39001,-0.21125001,1,0.44354901,0,"WHA1"
"4512",1986-10-07,-0.27246001,-0.14012,1,0.30638301,0,"WHA1"
"4513",1986-10-08,-0.29793999,0.0454531983,8,0.30138499,0,"WP8"
"4514",1986-10-09,-0.35894001,-0.17218,1,0.398101,0.1,"WHA1"
"4515",1986-10-10,-0.34595999,-0.46349001,2,0.578372,0,"IO2"
"4516",1986-10-11,-0.22993,-0.74207002,2,0.776878,0.6,"IO2"
"4517",1986-10-12,-0.43094999,-0.78852999,2,0.89861202,0.6,"IO2"
"4518",1986-10-13,-0.60140002,-0.67399001,2,0.90329802,2.4,"IO2"
"4519",1986-10-14,-0.49428999,-0.47713,1,0.687002,0.3,"WHA1"
"4520",1986-10-15,-0.35146999,-0.38269001,2,0.51959801,1.8,"IO2"
"4521",1986-10-16,0.0274317004,-0.31419,3,0.315386,0.3,"IO3"
"4522",1986-10-17,0.45095301,-0.40296999,4,0.60476899,0,"MC4"
"4523",1986-10-18,0.33089101,-0.61260003,3,0.69625199,0,"IO3"
"4524",1986-10-19,0.25301301,-0.73758,3,0.77977002,0,"IO3"
"4525",1986-10-20,0.0988224,-0.60409999,3,0.61212498,0,"IO3"
"4526",1986-10-21,-0.16542999,-0.65937001,2,0.67980301,1.1,"IO2"
"4527",1986-10-22,-0.21958999,-0.68494999,2,0.719293,5.9,"IO2"
"4528",1986-10-23,-0.35837999,-0.87971997,2,0.94992,8.7,"IO2"
"4529",1986-10-24,-0.40851,-1.2563601,2,1.32111,0.9,"IO2"
"4530",1986-10-25,-0.64019001,-1.50317,2,1.6338201,0,"IO2"
"4531",1986-10-26,-0.39717999,-1.63237,2,1.6799901,0,"IO2"
"4532",1986-10-27,0.22574501,-1.9507101,3,1.96373,0,"IO3"
"4533",1986-10-28,0.504094,-2.0064199,3,2.0687799,0.1,"IO3"
"4534",1986-10-29,0.84119999,-2.2378299,3,2.3907101,0,"IO3"
"4535",1986-10-30,0.96180701,-2.34407,3,2.53372,0.1,"IO3"
"4536",1986-10-31,1.1734,-2.28443,3,2.5681701,0.1,"IO3"
"4537",1986-11-01,1.52003,-2.3111701,3,2.7662301,0.1,"IO3"
"4538",1986-11-02,1.69848,-2.2418001,3,2.8125601,0.8,"IO3"
"4539",1986-11-03,1.89219,-1.99448,3,2.7492399,3.7,"IO3"
"4540",1986-11-04,1.9853899,-1.59377,4,2.5459599,2.1,"MC4"
"4541",1986-11-05,2.0125599,-1.18682,4,2.3364301,3.9,"MC4"
"4542",1986-11-06,2.1077299,-0.83203,4,2.26601,3.4,"MC4"
"4543",1986-11-07,2.2609899,-0.71076,4,2.37008,1,"MC4"
"4544",1986-11-08,2.31743,-0.64826,4,2.40639,3.3,"MC4"
"4545",1986-11-09,2.1206801,-0.86012,4,2.28847,0.7,"MC4"
"4546",1986-11-10,2.15711,-0.54601002,4,2.2251401,0.5,"MC4"
"4547",1986-11-11,1.85139,0.0266891997,5,1.85158,1.4,"MC5"
"4548",1986-11-12,1.6336401,0.50255698,5,1.70919,35.6,"MC5"
"4549",1986-11-13,1.29532,1.0410399,5,1.66181,22.8,"MC5"
"4550",1986-11-14,0.949238,1.37061,6,1.66722,4.7,"WP6"
"4551",1986-11-15,0.38571101,1.40705,6,1.4589601,0.6,"WP6"
"4552",1986-11-16,-0.24575999,1.4799401,7,1.50021,0.2,"WP7"
"4553",1986-11-17,-0.63296002,1.24621,7,1.39774,1.1,"WP7"
