"","Date","RMM1","RMM2","Phase","Amplitude","TresMariasPrec.Rainfall","PhaseName"
"3137",1983-01-01,0.77925199,-0.44277,4,0.89626002,22.1,"MC4"
"3138",1983-01-02,0.63660902,-0.44865999,4,0.77882397,15.6,"MC4"
"3139",1983-01-03,0.74351698,-0.42285001,4,0.855349,22.2,"MC4"
"3140",1983-01-04,0.73866099,-0.3037,4,0.798657,11.7,"MC4"
"3141",1983-01-05,0.62472099,-0.20243999,4,0.65670198,15.8,"MC4"
"3142",1983-01-06,0.66435099,-0.0602842011,4,0.66707999,27.5,"MC4"
"3143",1983-01-07,0.60322601,0.0311024003,5,0.60402799,21.5,"MC5"
"3144",1983-01-08,0.79228902,0.304048,5,0.84862697,11.3,"MC5"
"3145",1983-01-09,0.73810297,0.52358001,5,0.90494901,8.5,"MC5"
"3146",1983-01-10,0.41810301,0.84532797,6,0.943075,8.1,"WP6"
"3147",1983-01-11,0.16022401,1.18362,6,1.19441,10.8,"WP6"
"3148",1983-01-12,-0.10041,1.3009599,7,1.30483,2.4,"WP7"
"3149",1983-01-13,-0.25139999,1.27166,7,1.29628,9.7,"WP7"
"3150",1983-01-14,-0.31577,1.24389,7,1.28334,22.1,"WP7"
"3151",1983-01-15,-0.47885001,0.77819401,7,0.91372001,24.2,"WP7"
"3152",1983-01-16,-0.69024003,0.53597999,8,0.87390298,6.9,"WP8"
"3153",1983-01-17,-0.92128003,0.43303901,8,1.01798,5.8,"WP8"
"3154",1983-01-18,-0.90389001,0.15168101,8,0.916529,3.7,"WP8"
"3155",1983-01-19,-0.98185003,-0.0699303001,1,0.98433697,36.3,"WHA1"
"3156",1983-01-20,-1.10395,-0.0101052001,1,1.104,25.3,"WHA1"
"3157",1983-01-21,-1.4201601,0.29419401,8,1.45032,15.7,"WP8"
"3158",1983-01-22,-1.45654,0.61478102,8,1.58097,12.1,"WP8"
"3159",1983-01-23,-1.36327,0.669532,8,1.51881,4.4,"WP8"
"3160",1983-01-24,-0.99110001,0.61691397,8,1.16742,11.2,"WP8"
"3161",1983-01-25,-0.87058997,0.83916998,8,1.20919,18.4,"WP8"
"3162",1983-01-26,-1.22952,0.967044,8,1.56425,16.2,"WP8"
"3163",1983-01-27,-1.5332299,1.14113,8,1.91128,14.7,"WP8"
"3164",1983-01-28,-1.61757,1.02126,8,1.91298,7.5,"WP8"
"3165",1983-01-29,-1.39355,0.57161599,8,1.50623,2.3,"WP8"
"3166",1983-01-30,-1.11149,0.0579281002,8,1.113,2.4,"WP8"
"3167",1983-01-31,-0.85812002,-0.0351620018,1,0.85883498,13.6,"WHA1"
"3168",1983-02-01,-0.82872999,-0.23394001,1,0.86111802,15.1,"WHA1"
"3169",1983-02-02,-0.38867,-0.24417999,1,0.459003,22.2,"WHA1"
"3170",1983-02-03,-0.27072999,-0.0806580037,1,0.28248599,65.1,"WHA1"
"3171",1983-02-04,0.100465,-0.0550807007,4,0.114573,5.9,"MC4"
"3172",1983-02-05,0.103809,-0.16523001,3,0.19513801,2.3,"IO3"
"3173",1983-02-06,-0.061648801,-0.0425360985,1,0.0748993009,2.5,"WHA1"
"3174",1983-02-07,-0.0633219033,0.00306452997,8,0.0633959994,7.2,"WP8"
"3175",1983-02-08,-0.099969402,-0.19183999,2,0.21632899,11.8,"IO2"
"3176",1983-02-09,-0.45569,-0.29161999,1,0.54101002,16.3,"WHA1"
"3177",1983-02-10,-0.48216,-0.34869999,1,0.59504002,46.2,"WHA1"
"3178",1983-02-11,-0.32910001,-0.47714999,2,0.57963902,35.9,"IO2"
"3179",1983-02-12,0.0538854003,-0.94114,3,0.94267899,18.1,"IO3"
"3180",1983-02-13,0.526586,-1.3977799,3,1.49368,14.2,"IO3"
"3181",1983-02-14,0.79528397,-1.50614,3,1.70322,7.8,"IO3"
"3182",1983-02-15,0.99889898,-1.127,3,1.50596,0.1,"IO3"
"3183",1983-02-16,1.16786,-0.55111998,4,1.29137,0,"MC4"
"3184",1983-02-17,1.03706,-0.073514998,4,1.03966,0.2,"MC4"
"3185",1983-02-18,1.00599,0.399223,5,1.08231,1.1,"MC5"
"3186",1983-02-19,0.92341799,0.76814198,5,1.20114,0.4,"MC5"
"3187",1983-02-20,0.93790501,0.91083801,5,1.3074,0,"MC5"
"3188",1983-02-21,0.73501098,0.89115602,6,1.15516,0.2,"WP6"
"3189",1983-02-22,0.363621,1.0288301,6,1.0912,0.6,"WP6"
"3190",1983-02-23,0.142783,1.11376,6,1.12287,0.7,"WP6"
"3191",1983-02-24,-0.0733250007,1.2982301,7,1.3003,0.5,"WP7"
"3192",1983-02-25,-0.0846277028,1.2704901,7,1.2733001,2.7,"WP7"
"3193",1983-02-26,-0.25220999,1.20783,7,1.23388,6.3,"WP7"
"3194",1983-02-27,-0.40424001,1.2447,7,1.3087,6,"WP7"
"3195",1983-02-28,-0.59827,1.28439,7,1.41689,16.8,"WP7"
"3196",1983-03-01,-0.89503002,1.26405,7,1.54884,6.5,"WP7"
"3197",1983-03-02,-0.79554999,0.96868998,7,1.2535,22,"WP7"
"3198",1983-03-03,-0.76100999,0.88386899,7,1.16635,4.3,"WP7"
"3199",1983-03-04,-0.35888001,1.13878,7,1.19399,15.4,"WP7"
"3200",1983-03-05,-0.1133,1.07902,7,1.08495,14.7,"WP7"
"3201",1983-03-06,-0.13722,0.91877401,7,0.92896402,19.4,"WP7"
"3202",1983-03-07,-0.21796,0.935803,7,0.96085203,23.3,"WP7"
"3203",1983-03-08,-0.17585,0.93363702,7,0.95005399,4.7,"WP7"
"3204",1983-03-09,-0.11735,0.85074902,7,0.85880297,0,"WP7"
"3205",1983-03-10,-0.0747757033,0.64088398,7,0.64523101,0.3,"WP7"
"3206",1983-03-11,0.121671,0.53394002,6,0.54762697,0.2,"WP6"
"3207",1983-03-12,0.0602464005,0.52937299,6,0.53279001,0.1,"WP6"
"3208",1983-03-13,-0.0253909994,0.41698799,7,0.41776001,4.2,"WP7"
"3209",1983-03-14,-0.16493,0.412276,7,0.44404101,7.6,"WP7"
"3210",1983-03-15,-0.44955999,0.26000801,8,0.519337,3.9,"WP8"
"3211",1983-03-16,-0.66518998,0.0127779003,8,0.66530901,3.8,"WP8"
"3212",1983-03-17,-0.87238002,0.204385,8,0.89599901,0.5,"WP8"
"3213",1983-03-18,-1.0283099,0.124288,8,1.03579,2.1,"WP8"
"3214",1983-03-19,-0.98940998,0.074254401,8,0.99219,12.6,"WP8"
"3215",1983-03-20,-1.05803,0.051055599,8,1.05926,30.6,"WP8"
"3216",1983-03-21,-0.96582001,0.15205701,8,0.97772002,16,"WP8"
"3217",1983-03-22,-0.74487001,0.34185401,8,0.81957501,10.1,"WP8"
"3218",1983-03-23,-0.66176999,0.39567,8,0.77103198,1,"WP8"
"3219",1983-03-24,-0.4975,0.24259999,8,0.55349499,1.6,"WP8"
"3220",1983-03-25,-0.56190002,0.26521701,8,0.62134302,0.5,"WP8"
"3221",1983-03-26,-0.57620001,0.111086,8,0.58680701,1.8,"WP8"
"3222",1983-03-27,-0.52034998,0.120726,8,0.53417599,1.8,"WP8"
"3223",1983-03-28,-0.35795,0.00219971989,8,0.35795701,17.8,"WP8"
"3224",1983-03-29,-0.33837,-0.11732,1,0.358134,7.7,"WHA1"
"3225",1983-03-30,-0.45232001,0.15004601,8,0.476558,0.5,"WP8"
"3226",1983-03-31,-0.57217002,0.276393,8,0.635427,0.3,"WP8"
"3227",1983-04-01,-0.47924,0.42408699,8,0.63994002,1.1,"WP8"
"3228",1983-04-02,-0.33504,0.57727498,7,0.66745502,0.9,"WP7"
"3229",1983-04-03,-0.36994001,0.80809301,7,0.88874698,1.7,"WP7"
"3230",1983-04-04,-0.41507,0.869578,7,0.96355999,0,"WP7"
"3231",1983-04-05,-0.68247998,0.611696,8,0.91648698,0,"WP8"
"3232",1983-04-06,-0.79917002,0.57475102,8,0.98438102,0.2,"WP8"
"3233",1983-04-07,-0.94634002,0.55518901,8,1.09718,31.8,"WP8"
"3234",1983-04-08,-1.01543,0.399073,8,1.09103,16.1,"WP8"
"3235",1983-04-09,-1.15747,0.13838001,8,1.16571,0.6,"WP8"
"3236",1983-04-10,-1.15855,-0.2057,1,1.17667,0.7,"WHA1"
"3237",1983-04-11,-0.97605002,-0.32714,1,1.02941,23.5,"WHA1"
"3238",1983-04-12,-0.85527003,-0.40928,1,0.948156,19.7,"WHA1"
"3239",1983-04-13,-0.47095999,-0.76526999,2,0.89857501,20.8,"IO2"
"3240",1983-04-14,-0.22294,-0.97666001,2,1.00178,1.4,"IO2"
"3241",1983-04-15,0.0944781974,-1.01685,3,1.02123,0.2,"IO3"
"3242",1983-04-16,0.154476,-1.26184,3,1.27126,0.6,"IO3"
"3243",1983-04-17,0.065135099,-1.46718,3,1.46863,0.4,"IO3"
"3244",1983-04-18,-0.0463836007,-1.1664799,2,1.1674,0.2,"IO2"
"3245",1983-04-19,-0.0606244989,-0.82779002,2,0.83000898,0,"IO2"
"3246",1983-04-20,-0.18161,-0.68461001,2,0.70829302,0.2,"IO2"
"3247",1983-04-21,-0.20652001,-0.63891,2,0.67145902,3.7,"IO2"
"3248",1983-04-22,-0.12401,-0.82156998,2,0.83087599,1.9,"IO2"
"3249",1983-04-23,0.231832,-0.97523999,3,1.0024199,3.7,"IO3"
"3250",1983-04-24,0.388688,-1.0539401,3,1.12333,1.3,"IO3"
"3251",1983-04-25,0.60600001,-1.2092299,3,1.35258,29.5,"IO3"
"3252",1983-04-26,0.9989,-0.95348001,4,1.3809201,3.4,"MC4"
"3253",1983-04-27,1.27008,-0.71236998,4,1.45622,4.3,"MC4"
"3254",1983-04-28,1.46287,-0.42829999,4,1.52428,2.9,"MC4"
"3255",1983-04-29,1.31771,-0.16074,4,1.32748,4.5,"MC4"
"3256",1983-04-30,1.06319,0.0968646035,5,1.0676,0.1,"MC5"
"3257",1983-05-01,0.87129498,-0.26482999,4,0.910653,0,"MC4"
"3258",1983-05-02,0.71474999,-0.35729,4,0.79907602,0,"MC4"
"3259",1983-05-03,0.45355701,-0.30164999,4,0.54470903,0,"MC4"
"3260",1983-05-04,0.44229299,-0.42093,4,0.61057699,0,"MC4"
"3261",1983-05-05,0.508183,-0.32813999,4,0.60491902,0,"MC4"
"3262",1983-05-06,0.65221697,-0.49814999,4,0.820692,0,"MC4"
"3263",1983-05-07,0.598867,-0.63988,3,0.87640899,0.2,"IO3"
"3264",1983-05-08,0.548105,-0.81725001,3,0.98402798,1,"IO3"
"3265",1983-05-09,0.50260299,-0.5941,3,0.778184,0.1,"IO3"
"3266",1983-05-10,0.59313703,-0.59864998,3,0.84273303,0.1,"IO3"
"3267",1983-05-11,0.59825599,-0.62273002,3,0.86353898,0,"IO3"
"3268",1983-05-12,0.66707098,-0.48706001,4,0.82595998,0,"MC4"
"3269",1983-05-13,0.63354301,-0.44690001,4,0.775307,0,"MC4"
"3270",1983-05-14,0.69091302,-0.17380001,4,0.71243799,0.1,"MC4"
"3271",1983-05-15,0.60947597,-0.22878,4,0.65100098,0.1,"MC4"
"3272",1983-05-16,0.53489202,-0.41902,4,0.67947501,0,"MC4"
"3273",1983-05-17,0.42767799,-0.27168,4,0.50667602,0,"MC4"
"3274",1983-05-18,0.48985901,-0.0234094001,4,0.49041799,0.1,"MC4"
"3275",1983-05-19,0.608881,-0.20564,4,0.64266998,0,"MC4"
"3276",1983-05-20,0.96844202,-0.13209,4,0.97740901,0,"MC4"
"3277",1983-05-21,1.04974,-0.067267701,4,1.0519,0.5,"MC4"
"3278",1983-05-22,1.16739,0.152952,5,1.1773601,0.1,"MC5"
"3279",1983-05-23,1.5057,0.46163499,5,1.57488,0,"MC5"
"3280",1983-05-24,1.44277,0.74155301,5,1.62219,3.8,"MC5"
"3281",1983-05-25,1.08198,0.72851098,5,1.3043801,3,"MC5"
"3282",1983-05-26,0.33118701,0.77632999,6,0.84402198,2.8,"WP6"
"3283",1983-05-27,-0.13806,0.783391,7,0.79546398,1.5,"WP7"
"3284",1983-05-28,-0.25931001,0.77853602,7,0.82058501,0.7,"WP7"
"3285",1983-05-29,-0.55653,0.618554,7,0.832066,22.4,"WP7"
"3286",1983-05-30,-0.82542998,0.452793,8,0.94146901,4.8,"WP8"
"3287",1983-05-31,-0.80317998,0.33083901,8,0.86864698,31.6,"WP8"
"3288",1983-06-01,-0.75572002,0.52694899,8,0.92129701,6.4,"WP8"
"3289",1983-06-02,-0.4316,0.52179199,7,0.67716199,0.7,"WP7"
"3290",1983-06-03,-0.36484,0.49554199,7,0.61536098,2.8,"WP7"
"3291",1983-06-04,-0.28290999,0.43646801,7,0.52013701,5.2,"WP7"
"3292",1983-06-05,0.227412,0.220567,5,0.31680599,3.2,"MC5"
"3293",1983-06-06,0.35354701,0.0664973035,5,0.35974601,0.8,"MC5"
"3294",1983-06-07,0.31736001,-0.11835,4,0.33871001,2.1,"MC4"
"3295",1983-06-08,0.123283,-0.27970999,3,0.30567801,0.3,"IO3"
"3296",1983-06-09,0.12839299,-0.48536,3,0.50205898,0,"IO3"
"3297",1983-06-10,0.0704585984,-0.73969001,3,0.743038,0.3,"IO3"
"3298",1983-06-11,-0.0419735014,-0.98593003,2,0.98682702,0.2,"IO2"
"3299",1983-06-12,-0.43338999,-1.20555,2,1.28108,0.1,"IO2"
"3300",1983-06-13,-0.27307999,-1.36594,2,1.39297,0,"IO2"
"3301",1983-06-14,0.0458458997,-1.36121,3,1.36198,0,"IO3"
"3302",1983-06-15,0.44332099,-1.16898,3,1.2502199,0,"IO3"
"3303",1983-06-16,0.81768602,-0.90428001,3,1.2191499,0,"IO3"
"3304",1983-06-17,0.97315001,-0.59538001,4,1.14083,0,"MC4"
"3305",1983-06-18,1.40277,-0.28264999,4,1.4309601,0,"MC4"
"3306",1983-06-19,1.5412101,-0.32624,4,1.5753599,0,"MC4"
"3307",1983-06-20,1.63626,-0.12258,4,1.6408499,0,"MC4"
"3308",1983-06-21,1.64087,-0.17809001,4,1.65051,0,"MC4"
"3309",1983-06-22,1.59735,-0.184,4,1.60791,0,"MC4"
"3310",1983-06-23,1.72548,-0.33124,4,1.75699,0,"MC4"
"3311",1983-06-24,1.50789,-0.23457,4,1.5260299,0,"MC4"
"3312",1983-06-25,1.25129,0.132057,5,1.25824,0,"MC5"
"3313",1983-06-26,1.1203099,0.56965601,5,1.25682,0,"MC5"
"3314",1983-06-27,1.17004,0.71804798,5,1.37281,0,"MC5"
"3315",1983-06-28,1.0404,0.39158699,5,1.11165,0.3,"MC5"
"3316",1983-06-29,0.91526902,0.129328,5,0.92436099,0,"MC5"
"3317",1983-06-30,0.85747498,0.248428,5,0.89273697,0.1,"MC5"
"3318",1983-07-01,0.83622599,0.34800699,5,0.90574998,0,"MC5"
"3319",1983-07-02,0.48283699,0.34645501,5,0.59427398,0,"MC5"
"3320",1983-07-03,0.181886,0.57821202,6,0.60614502,0,"WP6"
"3321",1983-07-04,0.00447865995,0.49742001,6,0.49744001,0,"WP6"
"3322",1983-07-05,-0.43729001,0.31146699,8,0.53687102,0,"WP8"
"3323",1983-07-06,-0.676,0.16374101,8,0.69554299,0,"WP8"
"3324",1983-07-07,-0.62178999,-0.0421941988,1,0.62322003,0,"WHA1"
"3325",1983-07-08,-0.53325999,-0.42561001,1,0.68228102,0,"WHA1"
"3326",1983-07-09,-0.51099002,-0.69186997,2,0.86011201,0,"IO2"
"3327",1983-07-10,-0.22052,-0.55536002,2,0.59754199,0,"IO2"
"3328",1983-07-11,0.31554201,-0.66870999,3,0.73942101,0,"IO3"
"3329",1983-07-12,0.58396298,-1.0775,3,1.22557,0,"IO3"
"3330",1983-07-13,0.53168797,-1.33181,3,1.43402,0,"IO3"
"3331",1983-07-14,0.52633899,-1.41037,3,1.50538,0,"IO3"
"3332",1983-07-15,0.63085997,-1.33893,3,1.48011,0,"IO3"
"3333",1983-07-16,0.84065199,-1.0674,3,1.35869,0,"IO3"
"3334",1983-07-17,0.82292002,-1.0604399,3,1.34228,0,"IO3"
"3335",1983-07-18,0.719365,-1.06765,3,1.28739,0,"IO3"
"3336",1983-07-19,0.604132,-1.11185,3,1.26538,6,"IO3"
"3337",1983-07-20,0.369973,-1.2075599,3,1.26297,9.5,"IO3"
"3338",1983-07-21,-0.0547984987,-0.95512998,2,0.95669699,15.6,"IO2"
"3339",1983-07-22,-0.18052,-0.74138999,2,0.76304799,1.3,"IO2"
"3340",1983-07-23,-0.16131,-0.55251998,2,0.57558203,0,"IO2"
"3341",1983-07-24,-0.0399806015,-0.68339998,2,0.68456799,0,"IO2"
"3342",1983-07-25,0.0881706029,-0.86396998,3,0.86845398,0,"IO3"
"3343",1983-07-26,0.0428844988,-0.88652998,3,0.88756502,0,"IO3"
"3344",1983-07-27,0.0924862027,-0.83381999,3,0.83893001,0,"IO3"
"3345",1983-07-28,0.14775801,-0.73430997,3,0.74902803,0.2,"IO3"
"3346",1983-07-29,-0.0243413001,-0.63389999,2,0.63436699,0,"IO2"
"3347",1983-07-30,-0.11927,-0.49963999,2,0.51368201,0,"IO2"
"3348",1983-07-31,-0.10311,-0.59110999,2,0.60003197,0,"IO2"
"3349",1983-08-01,-0.0853841007,-0.86141998,2,0.86563599,0,"IO2"
"3350",1983-08-02,-0.20618001,-1.15204,2,1.1703399,0,"IO2"
"3351",1983-08-03,-0.0864287987,-1.36914,2,1.37187,0,"IO2"
"3352",1983-08-04,0.12710699,-1.25863,3,1.26503,0,"IO3"
"3353",1983-08-05,0.258053,-1.29382,3,1.3193001,0,"IO3"
"3354",1983-08-06,0.406611,-1.33643,3,1.39691,0,"IO3"
"3355",1983-08-07,0.55905801,-1.49382,3,1.595,0,"IO3"
"3356",1983-08-08,0.87048399,-1.47096,3,1.7092299,0,"IO3"
"3357",1983-08-09,0.995727,-1.34104,3,1.67029,0,"IO3"
"3358",1983-08-10,1.21454,-1.36904,3,1.83013,0,"IO3"
"3359",1983-08-11,1.55197,-1.10499,4,1.9051501,0,"MC4"
"3360",1983-08-12,1.37374,-0.91636997,4,1.65134,0,"MC4"
"3361",1983-08-13,1.69179,-0.87413001,4,1.9042701,0,"MC4"
"3362",1983-08-14,1.82288,-0.78640002,4,1.98528,0,"MC4"
"3363",1983-08-15,1.7301,-0.78457999,4,1.89969,0,"MC4"
"3364",1983-08-16,1.83086,-0.61831999,4,1.9324501,0,"MC4"
"3365",1983-08-17,1.54249,-0.54121,4,1.63468,0,"MC4"
"3366",1983-08-18,1.32555,-0.54282999,4,1.43239,0,"MC4"
"3367",1983-08-19,0.93675101,-0.59318,4,1.10877,0,"MC4"
"3368",1983-08-20,0.66901702,-0.64692003,4,0.93063998,0,"MC4"
"3369",1983-08-21,0.46967599,-0.57894999,3,0.74550599,1.6,"IO3"
"3370",1983-08-22,0.50072497,-0.45296001,4,0.67520303,0.5,"MC4"
"3371",1983-08-23,0.505952,-0.16047999,4,0.53079301,0,"MC4"
"3372",1983-08-24,0.516424,-0.0517016016,4,0.519005,0,"MC4"
"3373",1983-08-25,0.468339,-0.41657999,4,0.62680101,0,"MC4"
"3374",1983-08-26,0.316277,-0.59504002,3,0.67387497,0,"IO3"
"3375",1983-08-27,0.0344467014,-0.39710999,3,0.39860001,0,"IO3"
"3376",1983-08-28,0.0464717001,-0.23105,3,0.235679,0,"IO3"
"3377",1983-08-29,-0.0755285993,-0.32797,2,0.33655399,0,"IO2"
"3378",1983-08-30,-0.36636999,-0.40083,2,0.543037,0,"IO2"
"3379",1983-08-31,-0.59394997,-0.70577002,2,0.92243499,0,"IO2"
"3380",1983-09-01,-0.72729999,-0.89293998,2,1.15165,0,"IO2"
"3381",1983-09-02,-1.0092601,-1.11331,2,1.5026799,0,"IO2"
"3382",1983-09-03,-1.39113,-1.35215,1,1.93999,0.1,"WHA1"
"3383",1983-09-04,-1.5291899,-1.3108,1,2.0141101,0.2,"WHA1"
"3384",1983-09-05,-1.27626,-1.08437,1,1.67472,7.1,"WHA1"
"3385",1983-09-06,-1.00415,-1.12281,2,1.50632,3.5,"IO2"
"3386",1983-09-07,-0.86352998,-1.26441,2,1.53115,3.6,"IO2"
"3387",1983-09-08,-0.74769002,-1.34198,2,1.5362099,6.5,"IO2"
"3388",1983-09-09,-0.47843,-1.58011,2,1.65095,1.2,"IO2"
"3389",1983-09-10,-0.44315001,-1.48699,2,1.55162,0.7,"IO2"
"3390",1983-09-11,-0.25400999,-1.38208,2,1.40523,3.1,"IO2"
"3391",1983-09-12,-0.39925,-1.1704,2,1.2366199,2.3,"IO2"
"3392",1983-09-13,-0.50150001,-1.01048,2,1.12808,6.5,"IO2"
"3393",1983-09-14,-0.35870001,-0.89679003,2,0.96586698,6,"IO2"
"3394",1983-09-15,0.170371,-1.0464,3,1.0601799,2.2,"IO3"
"3395",1983-09-16,0.56082302,-1.02703,3,1.1701699,7.3,"IO3"
"3396",1983-09-17,0.81261998,-1.04971,3,1.32749,7.3,"IO3"
"3397",1983-09-18,1.03009,-0.98277003,4,1.4237,1.6,"MC4"
"3398",1983-09-19,1.00438,-0.87448001,4,1.33172,4.8,"MC4"
"3399",1983-09-20,1.07692,-0.86259001,4,1.3797899,4.7,"MC4"
"3400",1983-09-21,1.3075401,-0.78211999,4,1.52361,0.6,"MC4"
"3401",1983-09-22,1.37369,-0.75182998,4,1.56598,0.3,"MC4"
"3402",1983-09-23,1.49985,-0.39377001,4,1.55068,0.3,"MC4"
"3403",1983-09-24,1.61764,-0.0491418988,4,1.61839,12.2,"MC4"
"3404",1983-09-25,1.65751,0.219834,5,1.67202,13.4,"MC5"
"3405",1983-09-26,1.77685,0.46070799,5,1.83561,1.1,"MC5"
"3406",1983-09-27,1.73973,0.47603601,5,1.80369,0.1,"MC5"
"3407",1983-09-28,1.67343,0.47303501,5,1.739,0.5,"MC5"
"3408",1983-09-29,1.65321,0.205965,5,1.66599,0.9,"MC5"
"3409",1983-09-30,1.5829099,0.0564044006,5,1.58392,0.4,"MC5"
"3410",1983-10-01,1.43993,0.0619631,5,1.44126,0.3,"MC5"
"3411",1983-10-02,1.61098,0.23171499,5,1.62756,0,"MC5"
"3412",1983-10-03,1.51547,0.33269101,5,1.55156,0.1,"MC5"
"3413",1983-10-04,1.3238,0.38165799,5,1.37772,0.3,"MC5"
"3414",1983-10-05,1.17952,0.61896199,5,1.33206,0,"MC5"
"3415",1983-10-06,0.963211,0.93233401,5,1.34053,0.1,"MC5"
"3416",1983-10-07,1.01405,0.795416,5,1.28879,0.1,"MC5"
"3417",1983-10-08,0.99782997,0.716003,5,1.22814,3.2,"MC5"
"3418",1983-10-09,0.83542699,0.71917701,5,1.10234,5.8,"MC5"
"3419",1983-10-10,0.77893198,1.0015,6,1.26876,1.6,"WP6"
"3420",1983-10-11,0.497082,1.2101001,6,1.30822,8.6,"WP6"
"3421",1983-10-12,0.0551045015,1.09268,6,1.0940599,9.8,"WP6"
"3422",1983-10-13,-0.48745,0.46801499,8,0.67575401,19.5,"WP8"
"3423",1983-10-14,-0.96248001,0.0826276019,8,0.96601599,43.5,"WP8"
"3424",1983-10-15,-1.04285,-0.062239401,1,1.04471,22.8,"WHA1"
"3425",1983-10-16,-0.86208999,-0.15212999,1,0.87541002,2.2,"WHA1"
"3426",1983-10-17,-0.55607003,-0.56522,2,0.79289502,1.1,"IO2"
"3427",1983-10-18,-0.66575998,-0.77451003,2,1.02132,8,"IO2"
"3428",1983-10-19,-0.57774001,-0.87286001,2,1.0467401,8.8,"IO2"
"3429",1983-10-20,-0.34446999,-0.99138999,2,1.04953,13.2,"IO2"
"3430",1983-10-21,-0.14057,-1.03886,2,1.0483299,2.1,"IO2"
"3431",1983-10-22,0.14528701,-0.86647999,3,0.87857503,10.1,"IO3"
"3432",1983-10-23,0.63089699,-0.35616001,4,0.72448701,21.3,"MC4"
"3433",1983-10-24,1.0478801,0.0656875968,5,1.04994,9.7,"MC5"
"3434",1983-10-25,1.07436,0.496851,5,1.1836801,7,"MC5"
"3435",1983-10-26,1.0314,0.81648803,5,1.31546,0.9,"MC5"
"3436",1983-10-27,0.89702898,1.0727201,6,1.39836,0.1,"WP6"
"3437",1983-10-28,0.88626599,1.08834,6,1.40355,0.4,"WP6"
"3438",1983-10-29,0.81101602,0.84068501,6,1.16812,0.5,"WP6"
"3439",1983-10-30,0.63303101,0.57804102,5,0.85723901,2.2,"MC5"
"3440",1983-10-31,0.79142898,0.646909,5,1.02218,4.1,"MC5"
"3441",1983-11-01,0.80668199,0.62335199,5,1.01946,6.7,"MC5"
"3442",1983-11-02,0.74680102,0.844383,6,1.12725,4.3,"WP6"
"3443",1983-11-03,0.55174702,1.06994,6,1.20383,24.4,"WP6"
"3444",1983-11-04,0.0406548008,1.13854,6,1.1392601,3.7,"WP6"
"3445",1983-11-05,-0.0201017,0.92570603,7,0.92592502,9,"WP7"
"3446",1983-11-06,-0.16339,0.73135102,7,0.74937999,5.8,"WP7"
"3447",1983-11-07,-0.34746,0.43298,7,0.55515701,0.1,"WP7"
"3448",1983-11-08,-0.52419001,0.0989883989,8,0.53345501,0.8,"WP8"
"3449",1983-11-09,-0.57734001,0.12902699,8,0.59158099,4.7,"WP8"
"3450",1983-11-10,-0.35124999,0.157188,8,0.38481599,4.5,"WP8"
"3451",1983-11-11,-0.13185,0.131238,8,0.186029,11.9,"WP8"
"3452",1983-11-12,0.0167926997,0.0667603016,6,0.0688399002,26.7,"WP6"
"3453",1983-11-13,0.0937838033,0.0365526006,5,0.100655,14.4,"MC5"
"3454",1983-11-14,0.61493999,0.12355,5,0.62722898,11.6,"MC5"
"3455",1983-11-15,0.953825,0.31552801,5,1.00466,8.1,"MC5"
"3456",1983-11-16,1.20224,0.766904,5,1.42602,26.4,"MC5"
"3457",1983-11-17,1.1351,1.36253,6,1.7733999,3.9,"WP6"
"3458",1983-11-18,0.87297398,1.37551,6,1.62915,4.8,"WP6"
"3459",1983-11-19,0.62195897,1.4841501,6,1.6092,1.3,"WP6"
"3460",1983-11-20,0.387934,1.65049,6,1.69547,22.6,"WP6"
"3461",1983-11-21,0.505054,1.91342,6,1.97895,7.1,"WP6"
"3462",1983-11-22,0.24206699,2.00773,6,2.02227,8.6,"WP6"
"3463",1983-11-23,-0.10793,2.0780799,7,2.0808799,14.1,"WP7"
"3464",1983-11-24,-0.51292998,2.24422,7,2.3020899,2.5,"WP7"
"3465",1983-11-25,-0.51973999,1.86551,7,1.93656,11.1,"WP7"
"3466",1983-11-26,-0.81673998,1.72797,7,1.91127,2,"WP7"
"3467",1983-11-27,-0.87774003,1.50131,7,1.7390701,3.3,"WP7"
"3468",1983-11-28,-0.95099998,1.54567,7,1.8148,11.3,"WP7"
"3469",1983-11-29,-1.09223,1.6287301,7,1.96106,6.1,"WP7"
"3470",1983-11-30,-1.11537,1.3483,7,1.74985,0.3,"WP7"
"3471",1983-12-01,-0.99080998,1.33049,7,1.65889,1.2,"WP7"
"3472",1983-12-02,-1.11693,1.29879,7,1.7130001,12,"WP7"
"3473",1983-12-03,-1.3021801,1.34118,7,1.86935,26.5,"WP7"
"3474",1983-12-04,-1.2373199,1.47111,7,1.9222701,14.1,"WP7"
"3475",1983-12-05,-1.21349,1.45529,7,1.89484,6.1,"WP7"
"3476",1983-12-06,-1.3591501,1.44552,7,1.98414,10.8,"WP7"
"3477",1983-12-07,-1.3784,1.4354399,7,1.99009,20.6,"WP7"
"3478",1983-12-08,-1.26326,0.96522403,8,1.5898,4.9,"WP8"
"3479",1983-12-09,-1.05244,0.42310399,8,1.1343,9.6,"WP8"
"3480",1983-12-10,-0.75822997,-0.0619657002,1,0.76076299,24.9,"WHA1"
"3481",1983-12-11,-0.67921001,-0.43889999,1,0.80867898,25.1,"WHA1"
"3482",1983-12-12,-0.48214,-0.60855001,2,0.77639699,25.1,"IO2"
